,datetime,cloudliness
1069,2023-12-13,1.0
1070,2023-12-16,1.0
1071,2023-12-18,1.0
1072,2023-12-21,1.0
1073,2023-12-23,1.0
1074,2023-12-26,0.013
1075,2023-12-28,1.0
1076,2023-12-31,1.0
1077,2024-01-02,1.0
1078,2024-01-05,1.0
1079,2024-01-07,1.0
1080,2024-01-10,0.0
1081,2024-01-12,1.0
1082,2024-01-17,1.0
1083,2024-01-20,1.0
1084,2024-01-22,1.0
1085,2024-01-25,1.0
1086,2024-01-27,0.01
1087,2024-01-30,1.0
1088,2024-02-01,0.786
1089,2024-02-04,1.0
1090,2024-02-06,1.0
1091,2024-02-09,1.0
1092,2024-02-11,1.0
1093,2024-02-14,1.0
1094,2024-02-16,1.0
1095,2024-02-19,1.0
1096,2024-02-21,1.0
1097,2024-02-24,1.0
1098,2024-02-26,1.0
1099,2024-02-29,1.0
1100,2024-03-02,1.0
1101,2024-03-05,1.0
1102,2024-03-07,0.244
1103,2024-03-10,1.0
1104,2024-03-12,1.0
1105,2024-03-15,1.0
1106,2024-03-17,1.0
1107,2024-03-20,1.0
1108,2024-03-22,1.0
1109,2024-03-25,1.0
1110,2024-03-27,1.0
1111,2024-03-30,1.0
1112,2024-04-01,1.0
1113,2024-04-04,1.0
1114,2024-04-06,1.0
1115,2024-04-09,1.0
1116,2024-04-11,1.0
1117,2024-04-14,0.996
1118,2024-04-16,0.998
1119,2024-04-19,1.0
1120,2024-04-21,0.963
1121,2024-04-24,1.0
1122,2024-04-26,1.0
1123,2024-04-29,0.14
1124,2024-05-01,0.001
1125,2024-05-04,1.0
1126,2024-05-06,1.0
1127,2024-05-09,1.0
1128,2024-05-11,0.001
1129,2024-05-14,0.063
1130,2024-05-16,0.981
1131,2024-05-19,1.0
1132,2024-05-21,1.0
1133,2024-05-24,1.0
1134,2024-05-26,1.0
1135,2024-05-29,0.992
1136,2024-05-31,1.0
