,gid,landgebrui,gws_gewas,gewascode,ptype,area,geometry,3x3_20230124,3x3_20230217,3x3_20230313,3x3_20230406,3x3_20230430,3x3_20230524,3x3_20230617,3x3_20230711,3x3_20230804,3x3_20230828,3x3_20230921,3x3_20231015,3x3_20231108,3x3_20231202,5x5_20230124,5x5_20230217,5x5_20230313,5x5_20230406,5x5_20230430,5x5_20230524,5x5_20230617,5x5_20230711,5x5_20230804,5x5_20230828,5x5_20230921,5x5_20231015,5x5_20231108,5x5_20231202,7x7_20230124,7x7_20230217,7x7_20230313,7x7_20230406,7x7_20230430,7x7_20230524,7x7_20230617,7x7_20230711,7x7_20230804,7x7_20230828,7x7_20230921,7x7_20231015,7x7_20231108,7x7_20231202
0,6542,Grasland,"Grasland, blijvend",265,Polygon,19036,"MULTIPOLYGON (((666541.2611551336 5757290.31641872, 666534.3175037496 5757290.39968819, 666535.222219291 5757293.716238387, 666535.2291500226 5757296.641917274, 666535.229564993 5757296.815228719, 666535.1918756203 5757296.9666778585, 666534.6468160386 5757299.157034308, 666534.5783462052 5757299.432343651, 666534.5201288015 5757299.5141801, 666533.0363033767 5757301.601983598, 666531.0585440684 5757302.746451694, 666530.1172435376 5757303.291180976, 666529.8918100091 5757303.324904945, 666528.7927953377 5757303.489345946, 666528.335995219 5757303.557699761, 666527.2766965334 5757303.716240269, 666524.2858583828 5757302.958701904, 666521.7543643392 5757301.131628085, 666520.8486859389 5757299.981369173, 666519.8150655578 5757298.66862158, 666518.3041955717 5757301.991935153, 666518.3366999698 5757302.556319972, 666517.441983273 5757302.608499342, 666516.1422596186 5757302.684406351, 666516.1372250569 5757302.807310572, 666516.0954066886 5757303.837520243, 666515.799516798 5757304.072946819, 666508.8870578553 5757303.846064002, 666508.5572692677 5757300.550785873, 666508.5336748984 5757300.315479081, 666495.0504587346 5757300.407130527, 666458.2030489777 5757300.65763763, 666454.7704823068 5757299.978753439, 666452.8467761774 5757299.598333975, 666422.5921574043 5757299.40175691, 666422.5958620596 5757298.892591248, 666379.8532373477 5757298.847445129, 666309.8067728288 5757298.907686957, 666302.5604347542 5757300.256739485, 666302.243521282 5757301.468026133, 666302.5265940116 5757301.57127019, 666303.2174199315 5757301.823173907, 666303.5573463197 5757301.6727400245, 666304.1316055944 5757301.41863474, 666304.1359112659 5757301.427681081, 666304.1650346441 5757301.503679272, 666304.1878824721 5757301.581872832, 666304.2042745282 5757301.661655517, 666304.3276272924 5757302.415126596, 666304.3349675314 5757302.468897682, 666304.3393961305 5757302.5229734415, 666304.4667715351 5757304.891486659, 666304.4681721493 5757304.94636353, 666304.4665710223 5757305.001241938, 666303.406574544 5757323.883111148, 666303.4043549031 5757323.914155832, 666298.1442451673 5757384.02698081, 666298.0161009675 5757389.796728833, 666298.287876541 5757393.8260150375, 666298.3900311473 5757394.548573364, 666298.8890516738 5757394.669311392, 666299.9405311734 5757394.630082261, 666322.115108597 5757393.420520358, 666322.1732903451 5757393.419028125, 666360.6382080119 5757393.561319602, 666468.5655100837 5757390.908489333, 666476.1644511935 5757390.638613803, 666477.079438518 5757338.005729019, 666543.0407455628 5757337.567470714, 666552.410328781 5757337.146992168, 666547.3455064737 5757318.9071488315, 666547.3435306775 5757318.9002801385, 666544.0453699402 5757306.685191979, 666544.0344361351 5757306.64030797, 666541.218718966 5757293.901750635, 666541.2070500741 5757293.839632789, 666541.1993021526 5757293.77694324, 666541.1954686365 5757293.713881885, 666541.1320404434 5757291.439517285, 666541.1332870236 5757291.355810917, 666541.1414235154 5757291.27253082, 666541.1565334596 5757291.190179995, 666541.1783939912 5757291.109451527, 666541.2070919462 5757291.030748492, 666541.2421046074 5757290.954754141, 666541.283415577 5757290.881968205, 666541.3307053267 5757290.812980544, 666541.3814799467 5757290.750610931, 666541.2611551336 5757290.31641872)))",0.08197744190692902,0.08914653956890106,0.09215261042118073,0.08043678104877472,0.04589809104800224,0.06850872188806534,0.05496077984571457,0.056753721088171005,0.0698399618268013,0.07207997143268585,0.08564528077840805,0.09467484056949615,0.11040717363357544,0.08840560168027878,0.0955527275800705,0.10270136594772339,0.10813437402248383,0.09433376044034958,0.05238530412316322,0.08006823062896729,0.06361692398786545,0.0662851557135582,0.08193039894104004,0.0839945524930954,0.09995098412036896,0.1127648800611496,0.1300315260887146,0.10495233535766602,0.10120220482349396,0.10782552510499954,0.11547692865133286,0.10087213665246964,0.055294692516326904,0.08403585851192474,0.06736395508050919,0.07060129195451736,0.08683301508426666,0.08849307149648666,0.10638415813446045,0.12066609412431717,0.138100728392601,0.1119864284992218
1,22703,Grasland,"Grasland, blijvend",265,Polygon,19737,"MULTIPOLYGON (((665995.6448995117 5756387.967388088, 665995.3210432415 5756388.521476856, 665994.7976933315 5756389.724386768, 665993.8258424479 5756392.937915506, 665993.8051281883 5756392.998970379, 665988.690440048 5756406.663885308, 665978.7049265387 5756434.047742875, 665969.2612566086 5756460.4608258875, 665969.2567519682 5756460.473085021, 665960.2418171004 5756484.685092483, 665953.3843725953 5756503.958791452, 665944.7339697008 5756528.468620465, 665944.7259485218 5756528.490469638, 665937.9282616208 5756546.412767449, 665929.9062284634 5756568.367169563, 665923.5380154146 5756586.026204828, 665923.5311019672 5756586.044788496, 665915.7102652744 5756606.45391989, 665914.278773662 5756610.331443207, 665914.1718820003 5756611.152498205, 665914.1866112034 5756611.231125505, 665914.3012044098 5756611.843028011, 665915.4097358807 5756612.864062737, 665917.6141645255 5756613.800296632, 665928.2591513263 5756618.168819495, 665928.285989621 5756618.180306272, 665950.1788186473 5756627.919890712, 665950.1964634194 5756627.927974028, 665981.8165394373 5756642.735074391, 666078.631693345 5756418.624215984, 666060.8331610988 5756410.77750567, 666045.5598549884 5756404.323907762, 666032.7328884709 5756399.584815, 666032.6566892562 5756399.552997759, 666022.5965736076 5756394.859784807, 666019.3511174384 5756400.342414186, 666014.2475135566 5756398.627050171, 666014.5382462076 5756391.323181486, 666014.4626868168 5756391.317599978, 666014.3808669435 5756391.304608958, 666013.726813481 5756391.173081882, 666013.676560957 5756391.161627152, 666013.0831982852 5756391.010079504, 666013.0600873963 5756391.003917996, 666009.4167266163 5756389.979939173, 666005.3100891272 5756389.1576781245, 666002.5546267163 5756388.801397906, 666002.5208687957 5756388.796487869, 665998.3170410546 5756388.10641326, 665995.6448995117 5756387.967388088)))",0.06038566306233406,0.06032424792647362,0.06555093079805374,0.058846570551395416,0.03227340430021286,0.0360097661614418,0.04659409448504448,0.04275984317064285,0.06460126489400864,0.055972758680582047,0.061755403876304626,0.07003814727067947,0.07836025953292847,0.06206715852022171,0.07030782848596573,0.07037819176912308,0.07602614164352417,0.06799572706222534,0.03715847432613373,0.041549794375896454,0.053416334092617035,0.04812226817011833,0.0727858692407608,0.0644480362534523,0.07190510630607605,0.08029505610466003,0.0929805263876915,0.07283565402030945,0.07436168938875198,0.07467958331108093,0.08001276105642319,0.07165859639644623,0.04178866744041443,0.046451300382614136,0.057487573474645615,0.05033642426133156,0.07575561106204987,0.0680353119969368,0.07728120684623718,0.08497127145528793,0.09898010641336441,0.076942078769207
2,28010,Grasland,"Grasland, natuurlijk. Met landbouwactiviteiten.",331,Polygon,343,"MULTIPOLYGON (((664817.8358929625 5759679.988153751, 664771.3049757256 5759682.58553616, 664771.5551006065 5759684.274286725, 664775.0210651117 5759688.7623252105, 664779.2008938262 5759690.819531252, 664800.250391288 5759688.547882802, 664810.6904574024 5759687.178499127, 664817.4700604831 5759686.19671714, 664819.2904916577 5759683.657734705, 664818.8540329967 5759681.549335057, 664817.8358929625 5759679.988153751)))",0.07194645702838898,0.0984412431716919,0.0858427956700325,0.06670880317687988,0.08160079270601273,0.050418075174093246,0.050192415714263916,0.21357737481594086,0.27190783619880676,0.11439123749732971,0.07002092152833939,0.08337292820215225,0.17338110506534576,0.0517742857336998,0.07395238429307938,0.10326916724443436,0.09965837001800537,0.08351995795965195,0.08256280422210693,0.051478419452905655,0.0603238120675087,0.2522401809692383,0.30530059337615967,0.13313060998916626,0.08285538852214813,0.10046464949846268,0.1772785633802414,0.06101938337087631,0.07830803841352463,0.11745569854974747,0.10718974471092224,0.09488873183727264,0.08524826169013977,0.054577697068452835,0.06454860419034958,0.24885325133800507,0.276532918214798,0.1317501962184906,0.09693655371665955,0.10858330130577087,0.17098185420036316,0.06868534535169601
3,28013,Grasland,"Grasland, natuurlijk. Met landbouwactiviteiten.",331,Polygon,4514,"MULTIPOLYGON (((664435.4187388173 5759584.469168229, 664416.6756970339 5759584.295540858, 664397.9109376012 5759584.865714913, 664385.0239771398 5759585.630170034, 664372.4560583027 5759588.315663497, 664370.0506042137 5759593.234769858, 664370.03550268 5759604.488939799, 664374.96837439 5759603.266125833, 664375.7522885902 5759602.690828832, 664376.3978821592 5759602.165620862, 664376.8341017445 5759602.126713271, 664378.3671626184 5759601.888786513, 664377.4858396688 5759602.0360488575, 664379.0321551978 5759601.814966414, 664382.750889906 5759601.718538917, 664402.2466900523 5759600.391533123, 664431.0876955303 5759600.682780656, 664435.6145399732 5759600.831406747, 664448.5540073436 5759601.256237429, 664466.2028661385 5759602.928496397, 664471.877144826 5759603.781266551, 664482.9497066288 5759605.445427396, 664498.1395725391 5759608.785426898, 664499.0881744532 5759608.993470144, 664521.5757441992 5759613.9262237325, 664529.6070449536 5759616.619463104, 664537.6036364186 5759618.617576214, 664571.5294467201 5759629.981750371, 664585.5904119167 5759633.991481816, 664611.2330964387 5759645.477925524, 664628.276537163 5759654.710738568, 664641.6204593815 5759668.553027995, 664653.4278909911 5759681.162112317, 664671.7879134037 5759698.323055404, 664671.8267045427 5759697.141569066, 664675.5125065551 5759692.227673689, 664676.0700027293 5759692.883333301, 664675.6026014409 5759692.107462998, 664676.7496074098 5759688.293072622, 664671.7517822675 5759683.3664243985, 664661.4876114884 5759673.850505534, 664646.1804175893 5759659.269980115, 664631.1669889954 5759644.308483593, 664615.6575539733 5759635.811618437, 664596.0852406822 5759626.355200236, 664575.5146671009 5759617.484052931, 664556.4767127265 5759610.335858609, 664535.8998559866 5759602.098060622, 664514.1721482585 5759596.582016877, 664490.4429830414 5759591.152646758, 664468.89288192 5759587.382705344, 664435.4187388173 5759584.469168229)))",0.057952869683504105,0.05973627790808678,0.06160597503185272,0.06161746010184288,0.051062434911727905,0.03657351806759834,0.05768834054470062,0.07181034237146378,0.06899071484804153,0.06606241315603256,0.07809725403785706,0.07734300941228867,0.08854889869689941,0.0712968185544014,0.07254981994628906,0.07060526311397552,0.0714997723698616,0.07757361233234406,0.0622362419962883,0.043397579342126846,0.06669770181179047,0.08253216743469238,0.07875771820545197,0.07882726192474365,0.09079995006322861,0.09243185073137283,0.10355846583843231,0.08521489799022675,0.08235929161310196,0.07910719513893127,0.07803649455308914,0.09096099436283112,0.06700047850608826,0.04717777669429779,0.06974983960390091,0.08556815981864929,0.0840955525636673,0.08659383654594421,0.09579908847808838,0.09972186386585236,0.11040662974119186,0.09410163760185242
4,34633,Grasland,"Grasland, blijvend",265,Polygon,13547,"MULTIPOLYGON (((661631.7519952806 5759673.831399195, 661622.7624975394 5759703.701308861, 661597.5699780169 5759783.046905508, 661597.1784177716 5759784.63902503, 661596.9395039486 5759785.610615108, 661596.7010161651 5759786.58141875, 661581.9481178429 5759846.623954999, 661645.7734252944 5759879.233947543, 661648.4318840462 5759870.067483238, 661680.8822844325 5759758.176877465, 661697.1685528541 5759701.957219588, 661700.9635068697 5759688.857198473, 661645.0839897259 5759676.725872213, 661644.7684027038 5759676.659279789, 661632.7230052334 5759674.0422782535, 661631.7519952806 5759673.831399195)))",0.026249665766954422,0.07404723018407822,0.08199985325336456,0.05868695303797722,0.07148712128400803,0.05546554923057556,0.04545827955007553,0.058444101363420486,0.05611049383878708,0.09976769983768463,0.07829499244689941,0.0741611197590828,0.08018648624420166,0.025729333981871605,0.03296415135264397,0.08662918955087662,0.09521406143903732,0.07005941867828369,0.08232356607913971,0.06509048491716385,0.053010109812021255,0.06985607743263245,0.06519459933042526,0.1141306608915329,0.09221559762954712,0.08623106777667999,0.09380650520324707,0.032395441085100174,0.040764156728982925,0.0922488123178482,0.10114354640245438,0.07629561424255371,0.08725505322217941,0.06958313286304474,0.05633419752120972,0.07460860908031464,0.0693979263305664,0.12090476602315903,0.09781678766012192,0.09038596600294113,0.10243816673755646,0.03938715159893036
5,39244,Grasland,"Grasland, blijvend",265,Polygon,19688,"MULTIPOLYGON (((665893.9335703367 5757606.369196691, 665886.4263510526 5757606.613057464, 665873.7528505258 5757606.868443438, 665853.5190809759 5757607.276898607, 665832.5618650463 5757607.686621377, 665817.9817889789 5757607.957469871, 665814.8878132788 5757608.178095004, 665813.2336697509 5757608.001731258, 665812.7869320863 5757607.912926016, 665812.3062989766 5757607.817304989, 665811.9682145257 5757607.750076266, 665811.5289425736 5757607.019255315, 665811.5222789126 5757606.481534669, 665811.5144522728 5757605.845120436, 665806.9480929686 5757605.869333281, 665806.8420982455 5757606.62638132, 665806.7768736179 5757607.09240337, 665805.8922061041 5757607.737744062, 665804.572335419 5757607.909341687, 665803.821211261 5757608.0069556665, 665798.6806119257 5757607.876243321, 665788.1642038121 5757608.135394881, 665786.0081962594 5757608.15968002, 665785.1431819052 5757608.60255167, 665785.0019676026 5757609.225468923, 665783.5484471319 5757615.639187651, 665779.2089694145 5757636.155351169, 665773.8942693314 5757659.344022288, 665768.9897354812 5757683.357611638, 665764.4888595637 5757702.998987299, 665761.2442092041 5757717.259552257, 665756.8477477903 5757736.58517505, 665756.3215795958 5757739.1113322005, 665756.3035527081 5757739.157566777, 665756.0833808202 5757739.72296134, 665755.6240403977 5757740.191855591, 665755.0173740282 5757740.442594178, 665754.3610625184 5757740.434758919, 665753.4765609119 5757745.403532201, 665754.0539183995 5757745.661617847, 665754.4951008909 5757746.11474567, 665754.7375724302 5757746.698928207, 665754.747032437 5757747.331293642, 665753.9818354461 5757750.402915508, 665754.638084413 5757751.381994126, 665758.1436904921 5757753.618254476, 665767.9417455867 5757759.05774334, 665769.0752349189 5757759.763324763, 665773.7869625406 5757762.778590793, 665779.7252957425 5757766.497492091, 665793.5688592005 5757775.526715064, 665806.4520300584 5757784.155207244, 665827.5760906336 5757798.232112418, 665848.6255198701 5757811.839307578, 665850.9121583815 5757813.322156576, 665852.1167556229 5757814.117121458, 665852.5486607732 5757813.79210794, 665852.7345541505 5757813.173658837, 665854.5119964853 5757807.261847571, 665854.8204736745 5757806.706955667, 665855.0685196532 5757806.499476487, 665855.3075076956 5757806.29970448, 665855.9081872328 5757806.094194932, 665856.5426686582 5757806.117823056, 665857.542709161 5757801.408984213, 665856.8806649236 5757801.121603656, 665856.385930594 5757800.595977979, 665856.3002162671 5757800.360233556, 665856.1392467322 5757799.917604036, 665856.180508364 5757799.197052736, 665857.6790578376 5757792.012176529, 665861.878054804 5757773.063279927, 665867.662233413 5757747.612732203, 665873.5818239794 5757720.170506499, 665877.4064292163 5757702.232894206, 665881.6628624456 5757681.594930198, 665887.6586415312 5757649.575629032, 665893.9853580466 5757621.648483212, 665896.1220806602 5757610.963573601, 665897.0623938009 5757608.04377975, 665897.0956927263 5757607.029301947, 665896.1634814461 5757606.623492428, 665893.9335703367 5757606.369196691)))",0.06412377953529358,0.4425792694091797,0.12866127490997314,0.07012535631656647,0.03910530358552933,0.11901882290840149,0.05887866020202637,0.05162971839308739,0.08291390538215637,0.05124117434024811,0.08749156445264816,0.06896762549877167,0.08565516024827957,0.07306742668151855,0.07360594719648361,0.5540162324905396,0.15650829672813416,0.08238039910793304,0.046552903950214386,0.1376039832830429,0.06776710599660873,0.05922190472483635,0.09830209612846375,0.05926692485809326,0.1022125855088234,0.07833730429410934,0.10079076141119003,0.08731800317764282,0.07929820567369461,0.6119181513786316,0.1703503280878067,0.08841680735349655,0.05100220814347267,0.14333684742450714,0.07183930277824402,0.062279097735881805,0.10399914532899857,0.062439631670713425,0.1092972382903099,0.08180639147758484,0.10968513786792755,0.09425676614046097
6,71750,Grasland,Agrarisch natuurmengsel,1926,Polygon,527,"MULTIPOLYGON (((664388.7416952658 5758978.45976662, 664386.9017042267 5758985.255175898, 664382.8312889142 5759000.2849843735, 664382.798568588 5759000.275905719, 664382.6058381922 5759000.221751804, 664380.5876808679 5759007.610445094, 664391.6356702052 5759011.638288161, 664392.7620969451 5759011.827253119, 664393.1493471072 5759012.009060578, 664393.1869913578 5759012.2034039125, 664393.7090400278 5759012.39363901, 664397.8024997549 5759010.986168285, 664398.4151547871 5759008.172704444, 664398.4607777626 5759008.00210645, 664405.1487191266 5758983.03465039, 664402.6268688494 5758982.164420555, 664388.7416952658 5758978.45976662)))",0.09410347789525986,0.17112179100513458,0.1411803513765335,0.18566420674324036,0.12198279798030853,0.09773864597082138,0.11826970428228378,0.12045731395483017,0.14463362097740173,0.1399218887090683,0.19732587039470673,0.16234871745109558,0.19306787848472595,0.15009352564811707,0.11271627992391586,0.1896803081035614,0.1746358871459961,0.20538899302482605,0.16167482733726501,0.11198923736810684,0.1551382839679718,0.1586466282606125,0.17273959517478943,0.14874660968780518,0.23196709156036377,0.19599062204360962,0.2214736044406891,0.19341450929641724,0.13820207118988037,0.2033340483903885,0.1943124532699585,0.22440262138843536,0.19874167442321777,0.13245117664337158,0.17369410395622253,0.1821569800376892,0.18385693430900574,0.1570521891117096,0.24794931709766388,0.22005100548267365,0.2308526486158371,0.25505560636520386
7,71752,Grasland,"Grasland, blijvend",265,Polygon,140,"MULTIPOLYGON (((665886.8520550153 5758826.522134463, 665885.6364606961 5758829.628197786, 665885.0652779269 5758829.404531355, 665885.063183546 5758829.413467668, 665882.4317622161 5758842.395432603, 665879.9274785436 5758850.629898289, 665879.9180967375 5758850.662708924, 665873.0291916413 5758876.448185692, 665873.0230970359 5758876.472299297, 665865.2134570847 5758908.920712753, 665859.0756409834 5758931.089296334, 665859.0716473202 5758931.104273727, 665853.4109465007 5758952.850773485, 665853.4015480208 5758952.890187289, 665851.1741598927 5758963.134866973, 665851.1599948853 5758963.215847753, 665851.1525034636 5758963.297748021, 665851.1111123791 5758964.131859077, 665851.1103127141 5758964.211077393, 665851.1158262204 5758964.290002684, 665851.1275627837 5758964.368331825, 665851.1453454762 5758964.445358608, 665851.1692808142 5758964.520886425, 665851.1990919193 5758964.594205787, 665851.2345920161 5758964.664910335, 665851.275494386 5758964.73259044, 665851.3217089261 5758964.79694297, 665851.3728555267 5758964.857355107, 665851.7488156866 5758965.267321221, 665851.9907140882 5758964.540049045, 665852.1099467423 5758964.181459476, 665852.1153125165 5758964.072874459, 665852.151337827 5758963.347348417, 665854.3787259699 5758953.1026686905, 665860.0394268325 5758931.35616884, 665866.1817823154 5758909.171224909, 665873.9953652496 5758876.706331429, 665880.8842703974 5758850.920854557, 665883.4023571084 5758842.640816085, 665886.043316498 5758829.612137771, 665886.4310412382 5758828.219075478, 665886.8600690194 5758826.677284673, 665886.8520550153 5758826.522134463)))",0.08820191770792007,0.09620103985071182,0.07916945964097977,0.07012984156608582,0.07210042327642441,0.0790657326579094,0.06373745948076248,0.06519702076911926,0.06530444324016571,0.08933982998132706,0.09887808561325073,0.07197759300470352,0.09571095556020737,0.06487660855054855,0.1163296326994896,0.12065128237009048,0.10706210881471634,0.1181381568312645,0.07569388300180435,0.0902990996837616,0.07458940893411636,0.07087352871894836,0.07436484843492508,0.09977730363607407,0.11167395859956741,0.08230965584516525,0.11721909046173096,0.07709482312202454,0.12300232797861099,0.12875181436538696,0.10742399841547012,0.11442365497350693,0.07841304689645767,0.08443135023117065,0.07339917868375778,0.07366938143968582,0.07483824342489243,0.0956139788031578,0.10958913713693619,0.08614334464073181,0.12255138158798218,0.07809915393590927
8,71754,Grasland,"Grasland, blijvend",265,Polygon,221,"MULTIPOLYGON (((666018.7792489913 5758838.200061014, 666018.3847786895 5758839.780308128, 666017.8670741512 5758839.6496485835, 666017.5514362259 5758839.447278504, 666017.4541362493 5758839.424273122, 666012.6003665706 5758859.486215578, 666006.7374742507 5758883.514981142, 666003.4586248314 5758896.66640531, 666003.4543393943 5758896.68417471, 665999.3387611791 5758914.58581952, 665994.726879885 5758933.667644312, 665989.1130416577 5758955.321541706, 665989.1079614237 5758955.342186641, 665983.2727472286 5758979.996608907, 665983.2686682486 5758980.014184969, 665979.3405411543 5758998.054455979, 665979.334562633 5758998.084176549, 665975.8440849667 5759016.825301331, 665972.522684578 5759031.949237044, 665967.7116998165 5759053.069473141, 665967.6978840977 5759053.142861145, 665967.6895425871 5759053.217129256, 665967.6866949683 5759053.291677793, 665967.6868023132 5759054.233211335, 665967.6902756756 5759054.3163721105, 665967.7006717431 5759054.39895971, 665967.7179102493 5759054.480371155, 665967.7418077112 5759054.560100135, 665967.7722838621 5759054.637543687, 665968.0973481145 5759055.372623191, 665968.1349698365 5759055.448800484, 665968.17881311 5759055.52137989, 665968.2214893836 5759055.33387459, 665968.6867608059 5759053.291590964, 665973.498569929 5759032.167579706, 665976.8243115633 5759017.024175418, 665980.3177097413 5758998.2672374835, 665984.2458368585 5758980.226966401, 665990.0810510973 5758955.572544039, 665995.6969542138 5758933.910609789, 666000.3120803484 5758914.815283788, 666004.4289352119 5758896.908277774, 666007.0577807061 5758886.363894522, 666007.7083631463 5758883.754471202, 666010.2170210067 5758873.472792232, 666013.5721666545 5758859.722333534, 666016.4754274786 5758847.722233637, 666018.7231090742 5758838.4319496155, 666018.7792489913 5758838.200061014)))",0.14270061254501343,0.1127203032374382,0.14857697486877441,0.10537959635257721,0.08272899687290192,0.049987662583589554,0.05638691410422325,0.06429795920848846,0.11644452065229416,0.08781850337982178,0.10148396342992783,0.07245130091905594,0.11303132027387619,0.0691087618470192,0.1551470309495926,0.16390201449394226,0.1584232896566391,0.1269715577363968,0.09580744802951813,0.06070422753691673,0.06386031210422516,0.07000692188739777,0.13949395716190338,0.0970563217997551,0.10891300439834595,0.09181404113769531,0.13369658589363098,0.14858075976371765,0.14909057319164276,0.15963636338710785,0.1539772003889084,0.12221928685903549,0.09833718836307526,0.06409255415201187,0.06212729588150978,0.07117076218128204,0.1496414840221405,0.09744052588939667,0.10499732941389084,0.09591668099164963,0.13867589831352234,0.15466289222240448
9,71757,Grasland,"Grasland, tijdelijk",266,Polygon,63520,"MULTIPOLYGON (((663725.2480670745 5759398.172636595, 663716.5478519072 5759400.02537989, 663717.0099086863 5759402.570051347, 663716.914539815 5759403.905361773, 663716.2487567634 5759404.844435461, 663715.3543545724 5759405.432813083, 663714.3969159784 5759405.847526046, 663714.3944079857 5759405.83553711, 663689.8340461301 5759411.161278556, 663660.3937563674 5759419.980326122, 663638.980584086 5759429.443325711, 663638.9499273602 5759429.456727173, 663617.3511674532 5759438.715121928, 663617.2264532824 5759438.765257371, 663617.0997207428 5759438.809823496, 663600.9306658244 5759444.08517968, 663600.8724331185 5759444.103478987, 663578.1706988163 5759451.002072064, 663578.18315604 5759451.043203592, 663576.7321161261 5759450.995563362, 663575.1467136464 5759450.6915723225, 663573.8092631026 5759450.25304302, 663573.0115272591 5759449.487942957, 663572.5225007256 5759448.13654828, 663572.4917786514 5759448.145845322, 663572.4654278891 5759448.0494273, 663565.2925548295 5759450.2863974925, 663565.7435733663 5759451.161981625, 663564.3401945824 5759451.500318936, 663561.373258562 5759452.319916598, 663547.5823268924 5759456.129294079, 663545.2400506501 5759456.677238661, 663551.5000087776 5759498.961550754, 663556.5367494707 5759528.493169172, 663564.3130185994 5759590.99793433, 663568.6824792434 5759642.711939387, 663571.4165791252 5759679.568058882, 663574.2158511239 5759751.373665982, 663574.9270564864 5759775.578804112, 663574.9384441169 5759775.966392371, 663574.9452265678 5759776.198643513, 663574.9912679067 5759777.764521239, 663575.2203279528 5759777.672086651, 663589.6521241204 5759773.015486694, 663597.5406427578 5759770.1676707985, 663617.4634846589 5759764.157908423, 663630.0939380534 5759761.492698802, 663633.4467319081 5759760.961325888, 663642.475687826 5759759.530417019, 663644.0340786418 5759759.294924906, 663665.5319975566 5759756.046075471, 663668.4619510896 5759755.603276012, 663668.4974459232 5759755.597937815, 663668.8292619267 5759755.548198738, 663671.4163271401 5759755.071828859, 663681.1181201135 5759753.285501513, 663686.6777992776 5759753.532377964, 663686.8457836937 5759753.569210739, 663689.9491452945 5759754.835648559, 663692.3963449792 5759756.409825102, 663693.0906215421 5759757.025648851, 663693.176176678 5759757.101598405, 663693.3449449281 5759757.160269012, 663694.340140839 5759757.5063179, 663695.4171383993 5759757.530672848, 663697.0521343944 5759757.567545342, 663698.5405696621 5759757.451423694, 663700.293742386 5759757.295967557, 663700.9891782835 5759757.251763651, 663710.9502758131 5759756.618584102, 663712.3070193736 5759756.4634193685, 663713.987050069 5759756.271442825, 663714.7237819425 5759756.310340079, 663715.4515250884 5759756.348742094, 663716.3997402168 5759756.3490577405, 663717.1342770923 5759756.375576105, 663717.5562022086 5759756.46116892, 663718.9549725188 5759756.744726406, 663719.5352207047 5759756.600687298, 663720.4669223377 5759756.369532783, 663720.6715978928 5759756.36154474, 663722.3782190677 5759756.645704617, 663723.1146348413 5759757.358565005, 663723.41412151 5759757.815045577, 663723.4255081408 5759757.833929688, 663726.3099419271 5759758.314348017, 663728.4902369978 5759758.677395138, 663730.4423528691 5759759.002433549, 663735.2842768488 5759759.808767154, 663747.5524284466 5759757.817240048, 663754.4797120605 5759756.679226473, 663757.0348004205 5759756.259538465, 663763.2023339004 5759754.887764177, 663763.8200852707 5759754.750359367, 663763.9426482737 5759754.735272877, 663766.3612410387 5759754.236962168, 663766.3478556192 5759753.965072199, 663766.9921812748 5759753.7649046155, 663765.3208461112 5759731.637893888, 663765.2347925359 5759730.49833835, 663764.3720441317 5759719.075695445, 663761.2463402273 5759674.125209561, 663758.1759423745 5759635.321947743, 663755.730613737 5759609.372022719, 663757.2560889937 5759609.182174714, 663754.1504143911 5759579.925048649, 663751.0392694623 5759550.834436443, 663744.2890237208 5759494.074978894, 663738.2252122902 5759454.105353773, 663732.2742665609 5759409.448337464, 663730.8807266476 5759401.880317357, 663730.853892505 5759401.710242607, 663730.4397603638 5759401.798702555, 663729.2137821297 5759401.832192649, 663727.8458958002 5759401.869628447, 663727.6213061986 5759401.874661694, 663726.4118083033 5759401.3482823605, 663725.7321530569 5759400.32061119, 663725.7292715248 5759400.30780955, 663725.2910295834 5759398.363452069, 663725.2480670745 5759398.172636595)))",0.07051627337932587,0.07314696162939072,0.07009205222129822,0.055844102054834366,0.04285616800189018,0.05025487765669823,0.05039442330598831,0.053956806659698486,0.05235084891319275,0.05309346318244934,0.058391764760017395,0.07110269367694855,0.07925013452768326,0.06438306719064713,0.08117059618234634,0.0842532142996788,0.08082740008831024,0.06445600092411041,0.04918721690773964,0.058379292488098145,0.058535877615213394,0.06289063394069672,0.060209210962057114,0.060811493545770645,0.06744241714477539,0.08317168802022934,0.09175668656826019,0.07406625151634216,0.08585341274738312,0.08865834772586823,0.085105299949646,0.06796558946371078,0.05150126665830612,0.061320554465055466,0.06174503266811371,0.06660082936286926,0.06314630806446075,0.06370877474546432,0.07137952744960785,0.08781252056360245,0.09582387655973434,0.07758797705173492
